Date,Title,Link,Content
20240612,"[속보] 조국당 ""권익위, '건희위'로 바꿔라""…'김건희 명품백' 부실 조사 주장",https://n.news.naver.com/article/088/0000885031?ntype=RANKING,"윤석열 대통령과 김건희 여사가 10일 오후(현지시간) 투르크메니스탄 아시가바트 공항에 도착해 투르크메니스탄 전통 의상을 입은 화동들이 준비한 환영 빵과 꽃다발을 받고 있다. 연합뉴스조국혁신당은 국민권익위가 김건희 여사 명품가방 수수 의혹을 '위반 사항 없음'으로 종결 처리한 것에 대해 ""존재 이유를 상실한 '건희위'""라고 비판했다.김보협 혁신당 수석대변인은 이날 논평에서 ""청탁과 함께 고가의 디올 가방을 받은 김 여사와 그의 남편 윤석열 대통령에 대해 이른바 청탁금지법 위반 혐의가 없다고 종결 처리한 국민권익위는 존재 이유를 상실했다""며 이같이 밝혔다.김 수석대변인은 ""제재 규정이 없는 공직자의 부인과 가족들은 고가의 명품백이 아니라 아파트를 받아도 위반 혐의가 없다고 할 테니 '건희위'가 뇌물과 청탁을 권장하는 꼴 아닌가""라며 ""윤 대통령의 대학동기 유철환을 위원장으로, 대선캠프에서 일한 검사 후배 정승윤을 부위원장으로 임명할 때부터 예견된 결과""라고 말했다.그는 ""특히 정 부위원장은 오늘 명품가방 수수에 관해 '대통령의 직무와 관련성이 없으며 따라서 신고할 의무도 없다'는 망언을 이어갔다""라며 ""또 언론 보도를 보면 15명의 위원이 참여한 권익위 전원위원회 회의 전날부터 종결이라는 결론이 정해져 있었다고 한다""고 주장했다.이어 ""앞으로도 권익위가 제시한 빤한 결론에 거수기 역할을 해달라는 요구에 직면할 텐데 바꾸지 못할 바에는 차라리 '건희위'로 변질된 권익위를 버려라""고 일갈했다.한편 정승윤 권익위 부위원장 겸 사무처장은 12일 한 식당에서 기자들과 만나 ""대통령의 직무 관련성을 고려할 때 이번 사건에서 대통령의 신고 의무는 없다""며 ""대체로 다수 의견은 (명품 가방 선물이) 대통령과 직무 관련성이 없다는 것""이라고 말했다."
20240612,[단독] 명품백 '사건 종결' 반대표 다수…'1표 차' 수사 송부 면한 윤 대통령,https://n.news.naver.com/article/437/0000396696?ntype=RANKING,"권익위 전원위 내부서 '종결 8:송부 7' 팽팽[앵커]권익위가 김건희 여사의 명품백 수수 사건을 종결 처리한 것과 관련해 저희가 단독 취재한 내용으로 이어가겠습니다. 권익위는 어제(10일) 단 1분 30초짜리 브리핑으로 윤석열 대통령과 김건희 여사에 대해 '위반사항 없음'으로 끝낸다고 발표했지만 저희 취재 결과, 권익위 내부에서 반대 의견이 상당했던 것으로 확인됐습니다. 특히 공직자인 윤석열 대통령에 대해서는 전원위원 15명 중 절반에 가까운 7명이 수사기관에 보내 법 위반 여부를 확인해야 한다는 의견을 냈습니다.단 한 표차였던 건데, 먼저 강희연 기자의 단독 보도입니다.[기자]권익위 전원위원회는 전날 명품백 수수 의혹 사건 당사자인 김건희 여사, 윤석열 대통령, 최재영 목사에 대해 청탁금지법상 위반 사항이 없다며 사건을 종결했습니다.하지만 내부적으로는 종결에 반대하는 의견도 많았던 것으로 JTBC 취재 결과 확인됐습니다.실제 전원위에선 공직자인 윤 대통령에 대해 종결이 8표, 수사기관에 보내야 한다는, 송부 의견이 7표였던 것으로 파악됐습니다.종결과 수사기관 송부 의견이 한 표 차에 불과했던 겁니다.김 여사에 대해서도 15명의 전원위원 중 종결이 9표, 수사기관에 이첩, 송부가 각각 3표였던 것으로 확인됐습니다.사실상 6명은 사건 종결 처분에 반대했다는 겁니다.복수의 전원위 참석자들은 JTBC에 ""이 정도 사실로도 청탁금지법 위반 여부에 대한 판단이 가능하다고 보는 입장도 있었다"", ""대통령의 직무 범위가 광범위한 만큼 명품백 수수가 윤 대통령의 직무와 관련된 것인지 따져봐야 한다""는 의견이 나왔다고 전했습니다.권익위는 그러나 ""청탁금지법상 배우자 제재 규정이 없다""는 이유로 김 여사에 대해 사건을 종결했습니다.윤 대통령과 최 목사에 대해선 직무 관련성 여부, 대통령 기록물인지 여부를 밝히지 않은 채 종결 결정을 내렸습니다.최초 신고자인 참여연대는 ""핵심 쟁점인 윤 대통령의 청탁금지법 법 위반 여부는 덮어버렸다""고 반발했습니다.[영상디자인 조영익 홍빛누리]◆ 관련 기사[단독] 어차피 결론은 '종결'이었다?…표결 전부터 '위반없음' 제시→ 기사 바로가기 : https://news.jtbc.co.kr/article/article.aspx?news_id=NB12200404"
20240612,"[속보] 검찰, 이재명 추가 기소…대북송금 제3자 뇌물 혐의",https://n.news.naver.com/article/025/0003366331?ntype=RANKING,"이재명 더불어민주당 대표가 12일 오전 서울 여의도 국회에서 열린 최고위원회의에 참석해 최고위원 발언을 듣고 있다. 뉴스1검찰이 '쌍방울 대북 송금' 의혹과 관련, 이재명 더불어민주당 대표에 대해 제3자 뇌물 혐의를 추가 기소했다.수원지검 형사6부(서현욱 부장검사)는 12일 ‘쌍방울 불법 대북 송금’에 연루된 이재명 대표를 불구속 기소했다.앞서 검찰은 이 대표에 대해 특정범죄 가중처벌 등에 관한 법률 위반(뇌물), 외국환거래법 위반, 남북교류협력법 위반 등 혐의로 기소한 바 있는데 여기에 제3자 뇌물 혐의롤 추가한 것이다.이화영 전 경기도 평화부지사가 대북 송금 혐의로 지난 7일 1심 법원에서 중형이 선고된 지 5일만이다. 또 지난해 9월 대북송금 사건에 대한 이 대표의 구속영장이 서울중앙지법에서 기각된 지 9개월 만이다.이 대표는 이화영 전 경기도 평화부지사와 공모해 2019년 1월부터 4월까지 김성태 전 쌍방울 그룹 회장으로 하여금 경기도가 북한에 지급하기로 약속한 '황해도 스마트팜 지원' 사업비 500만 달러를 대납하게 한 혐의를 받고 있다.또 2019년 7월부터 2020년 1월까지 북한 측이 요구한 도지사 방북 의전 비용 명목 300만 달러를 대납하게 한 혐의도 받는다.검찰은 이 대표 등이 그 대가로 김 전 회장에게 '쌍방울그룹의 대북사업에 대한 경기도의 지원과 보증'을 약속한 것으로 보고 있다."
20240612,[속보] 검찰 '대북송금 의혹' 이재명 추가 기소,https://n.news.naver.com/article/422/0000664706?ntype=RANKING,쌍방울그룹 대북송금 의혹을 수사 중인 검찰이 더불어민주당 이재명 대표를 제3자 뇌물 수수 혐의 등을 적용해 추가 기소했습니다.수원지검은 조금 전 이재명 대표를 제3자 뇌물죄와 외국환거래법 위반 등의 혐의로 불구속 기소한다고 밝혔습니다.검찰의 이번 기소는 이화영 전 경기도 평화부지사가 1심에서 징역 9년 6개월을 선고받은 지 닷새 만입니다.검찰이 이 대표를 추가 기소하면서 이 대표는 지난해 기소된 대장동 의혹 재판을 비롯해 4개의 재판을 동시에 받는 상황이 됐습니다.연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23
20240612,"[속보] 윤대통령, 부안 지진에 ""국가기반시설 피해 점검"" 긴급지시",https://n.news.naver.com/article/422/0000664686?ntype=RANKING,윤석열 대통령은 오늘 오전 8시 26분쯤 전북 부안 인근에서 규모 4.8의 지진이 발생한 것과 관련해 관계부처에 국가기반시설 등에 대해서 피해 상황을 신속하게 파악하고 안전 점검을 실시하는 등 제반 조치를 취할 것을 지시했습니다.현재 중앙아시아 3개국을 순방하고 있는 윤 대통령은 부안군에서 지진이 발생했다는 상황을 보고받고 이같이 긴급지시를 했다고 대통령실이 밝혔습니다.이어서 윤 대통령은 추가적인 여진 발생에 대해서 국민들이 불안해하지 않도록 관련 정보를 지속적으로 신속 정확하게 전파하고 비상대응 태세를 점검하라고 당부했습니다.연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23
20240612,"[속보] 검찰, '쌍방울 대북송금' 이재명 기소…제3자뇌물 등 혐의",https://n.news.naver.com/article/016/0002320854?ntype=RANKING,"[헤럴드경제=김유진 기자] 검찰이 12일 더불어민주당 이재명 대표를 쌍방울 대북송금과 관련한 제3자뇌물 혐의 등으로 불구속 기소했다.수원지검 형사6부(서현욱 부장검사)는 이날 특정범죄 가중처벌 등에 관한 법률 위반(뇌물), 외국환거래법 위반, 남북교류협력법 위반 등 혐의로 이 대표를 재판에 넘겼다.지난해 9월 대북송금 사건에 대한 이 대표의 구속영장이 서울중앙지법에서 기각된 지 9개월 만이다.이 대표는 이화영 전 경기도 평화부지사와 공모해 2019년 1월부터 4월까지 김성태 전 쌍방울 그룹 회장으로 하여금 경기도가 북한에 지급하기로 약속한 '황해도 스마트팜 지원' 사업비 500만 달러를 대납하게 한 혐의를 받는다.또 2019년 7월부터 2020년 1월까지 북한 측이 요구한 도지사 방북 의전비용 명목 300만 달러를 대납하게 한 혐의도 받는다.이 대표 등은 그 대가로 김 전 회장에게 '쌍방울그룹의 대북사업에 대한 경기도의 지원과 보증'을 약속한 것으로 검찰은 보고 있다.(끝)"
20240612,"[속보] 與, 민주 진행 상임위 불참키로…""정당성 인정 못해""",https://n.news.naver.com/article/016/0002320860?ntype=RANKING,"[헤럴드경제=장연주 기자] 與, 민주 진행 상임위 불참키로…""정당성 인정 못해"""
20240612,"[단독]법원 “이재명, 이화영이 방북 주도 기대” 최종결재권자로 판단",https://n.news.naver.com/article/020/0003569958?ntype=RANKING,"이화영 대북송금 1심 판결문 입수“이재명과 2회 통화” 김성태 주장에… “직접 경험해 구체적” 신빙성 인정‘대북사업비, 쌍방울이 대납’ 결론… 北송금 규모 800만달러 모두 인정이재명 대표“당시 경기도의 행보는 적극적이고 주도적인 대북정책을 과감히 추진할 것을 예고하는 것이었고, 실제 경기도지사(더불어민주당 이재명 대표)가 피고인(이화영 전 경기도 평화부지사)에게 그러한 역할을 기대했던 것으로 보인다.”쌍방울그룹의 불법 대북송금에 관여한 혐의로 1심에서 징역 9년 6개월을 선고받은 이 전 부지사의 판결문에는 이 대표와 관련해 이러한 내용이 적시됐다. 이 대표에 대한 직접적인 언급은 최소화했지만 대북송금 의혹의 최종 결재권자가 이 대표라는 점을 재판부가 인정한 것으로 보인다.재판부는 특히 이 전 부지사의 역할에 대해 “남북경제협력사업 등 정책을 발굴하고 이를 경기도지사에게 보고해 기획·추진할 수 있는 포괄적이고 실질적인 직무권한을 가지고 있었다”고 했다. 이 전 부지사의 재량권을 인정하면서도 정책 추진에 앞서 이 대표에게 보고가 필요하다는 취지다. 이에 검찰은 “대북사업 관련 보고를 받지 않았다”는 이 대표의 주장이 사실과 배치된다고 보고 있다.● 北 “이재명 방북땐 문재인보다 크게 행사 치를 것”11일 동아일보가 확보한 A4용지 364쪽 분량의 이 전 부지사 1심 판결문에 따르면 수원지법 형사11부(부장판사 신진우)는 “정부는 2018년 9월 남북정상회담 특별수행단 명단을 발표했는데 당시 서울시장 박원순, 강원도지사 최문순은 포함된 반면에 경기도지사 이재명은 제외됐다”며 방북 추진 배경을 설명했다. 당시 ‘청와대가 차기 대권 주자로 박원순 시장을 지목했다’는 취지의 보도도 나왔는데, 재판부는 “이 전 부지사가 상당한 부담을 느꼈을 것”이라며 “향후 대북사업 및 방북을 적극적으로 추진하게 된 원인”이라고 했다.이 대표의 방북은 2019년 7월 필리핀 마닐라에서 열린 제2회 아태평화 국제대회부터 본격적으로 추진됐다. 당시 송명철 조선아시아태평양평화위원회(아태위) 부실장은 콘래드 호텔에서 경기도지사가 방북하면 자신이 담당할 것이라면서 “백두산에 갈 때도 최신형 헬리콥터, 차량을 준비하고 길거리 환영회도 동원해 문재인 대통령이 왔을 때보다 크게 행사를 치르겠다”고 약속했고, 이 전 부지사는 “좋다”고 화답했다.재판부는 김성태 전 쌍방울 회장이 대북사업을 진행하며 이 대표와 2차례 통화했다는 김 전 회장 주장의 신빙성을 모두 인정했다. 2019년 1월 쌍방울이 북한에 스마트팜 사업 비용 500만 달러를 건넬 당시 이 전 부지사가 이 대표에게 전화를 걸었고, 전화를 건네받은 김 전 회장이 이 대표에게 “앞으로 열심히 하겠다”고 한 내용이 판결문에 담겼다. 또 같은 해 7월 방북 비용 70만 달러가 처음 북측에 건네진 이후 이 전 부지사를 통해 김 전 회장이 “북한 사람들 초대해서 행사 잘 치르고, 저 역시 방북을 추진하겠다”고 이 대표에게 말했다는 진술도 담겼다. 이에 대해 재판부는 “직접 경험한 것이 아니라면 믿기 어려울 정도로 구체적”이라며 신빙성을 인정했다.재판부는 특히 방북 비용이 북측으로 흘러간 시점을 전후로 경기도 공문이 재차 발송된 점을 두고 “경기도지사의 방북을 중점적으로 추진한 정황이 확인된다”고 밝혔다. 경기도는 같은 해 5월 협력사업 점검을 위한 경기도 대표단 방북 요청을 시작으로 △쌀 10만 t 지원(6월) △태풍 피해 복구 협력(9월) △민족협력사업 회의(11월) 등을 명목으로 경기도가 아태위에 이 대표의 방북을 요청하는 공문을 4차례나 보냈다. 검찰은 방북 당사자이자 최종 결재권자인 이 대표가 본인의 방북 추진을 몰랐을 리 없다고 보고 있다. 검찰은 이 전 부지사가 그해 12월 한 언론 인터뷰에서 “(이 대표의 방북) 경비는 벌크 캐시(뭉칫돈) 한도가 있다”며 “재판 및 정치적인 문제로 강하게 (방북) 추진을 못했을 뿐 물밑에서는 지속적으로 협상을 해왔다”고 한 부분도 정황 증거로 보고 있다.● 法, 대북송금 800만 달러 모두 인정이화영 전 부지사재판부는 검찰이 기소한 ‘대북송금’ 구조에 대해서도 “쌍방울이 경기도의 대북사업 비용을 대납한 것”이라고 결론 내렸다. 스마트팜 사업비용과 관련해 2019년 1∼4월 총 500만 달러가 송 부실장에게 넘어간 사실관계를 인정했고, 이 대표의 방북 비용 300만 달러도 쌍방울을 통해 송 부실장과 대남 공작원 리호남에게 전달된 것으로 판단했다. 다만 재판부는 800만 달러 중 200만 달러만 ‘조선노동당’으로 실제로 넘어갔다고 인정했다.“쌍방울이 계열사인 나노스 주가 조작 또는 대북사업권을 확보하기 위해 북한에 돈을 지급한 것”이라는 이 전 부지사 측 주장을 재판부는 받아들이지 않았다. 재판부는 “주가 상승은 2018년 4월인데 김 전 회장이 본격적으로 대북사업을 추진하게 된 시점은 2018년 12월 이후”라며 “그 전까지 대북사업을 추진하기 위한 검토나 준비를 한 정황은 찾아볼 수 없다”고 했다. 또 “쌍방울이 스마트팜 비용 500만 달러를 대신 지급한 후 북한 측과의 추가 논의가 존재하지 않았다”며 “경기도지사 방북 비용 지급이 아니라면 김 전 회장이 또다시 위험을 감수하고 300만 달러라는 거액을 북한에 지급할 아무런 이유가 없다”고 했다."
20240612,"[단독] ""한국 재생에너지 없어도 너무 없다""‥아마존 8조 투자 흔들",https://n.news.naver.com/article/214/0001354229?ntype=RANKING,"[뉴스데스크]◀ 앵커 ▶""한국이 세계에서 가장 힘든 곳이다.""전 세계 친환경 에너지 전환을 주도하고 있는 RE100 측의 평가였는데요.한국 재생에너지에 8조 원을 투자하기로 한 글로벌 기업 아마존도 똑같은 평가를 내놨습니다.한국에서는 재생에너지 구하기가 너무 어렵고, 이런 상황이 지속된다면 투자 순위가 바뀔 수도 있다고 경고했습니다.현인아 기후전문기자가 보도합니다.◀ 리포트 ▶[켄 헤이그/AWS 아시아 태평양 및 일본 에너지 환경 정책 총괄]'저는 켄 헤이그입니다. 아마존웹서비스(AWS) 사의 아시아 태평양 지역 에너지 및 환경 정책 총괄입니다.""RE100 기업인 아마존은 지난해 말 국내 대기업과 60MW 용량의 태양광 구매 계약을 맺었습니다.당장 내년까지 클라우드 서비스를 100% 재생에너지로 운용하기 위해서인데, 한국에 더 큰돈을 투자할 계획도 있다고 말합니다.[켄 헤이그/AWS 아시아 태평양 및 일본 에너지 환경 정책 총괄]""AWS는 한국 내 클라우드 인프라에 한화 약 8조 원, 미화 약 60억 달러의 대규모 투자 계획을 밝혔는데, 이번 계약은 그 일환입니다.""그런데, 한국에서 재생에너지를 확보하기가 너무 어렵다고 하소연합니다.[켄 헤이그/AWS 아시아 태평양 및 일본 에너지 환경 정책 총괄]""한국의 많은 협력업체와 경쟁사들도 재생에너지를 구하려고 합니다. 재생에너지 발전소를 건설할 수 있는 허가를 받는 것도 어렵고, 발전소가 완공된 뒤에는 전력망에 연결하는 것도 어렵습니다.""공급망 내 협력사에도 재생에너지 사용을 요구하고 있지만 상황이 나쁘다고 합니다.[켄 헤이그/AWS 아시아 태평양 및 일본 에너지 환경 정책 총괄]""현재 한국에는 굉장히 작은 규모의 재생에너지 파이만이 존재할 뿐입니다. 그 작은 파이를 차지하기 위해 기업들은 지금도 극심한 경쟁을 하고 있습니다.""아마존은 아시아 태평양 지역에서 인도 9건, 일본과 호주에서 4건 등의 재생에너지 공급 계약을 체결했다고 밝혔습니다.그러나 재생에너지가 부족한 한국에서는 이제 첫걸음을 뗐다고 말합니다.재생에너지 확보가 힘들면 투자의 우선순위가 바뀔 수도 있는지 물었습니다.[켄 헤이그/AWS 아시아 태평양 및 일본 에너지 환경 정책 총괄]만약 (한국이 아닌) 다른 나라에서 재생에너지에 투자할 기회가 생긴다면, 투자 우선순위가 그 나라로 바뀔 수 있습니다.재생에너지 확보는 세계 경제의 대세가 됐다고 강조합니다.[켄 헤이그/AWS 아시아 태평양 및 일본 에너지 환경 정책 총괄]""제품 공급망에서 탄소를 제거하려고 하는 것이 지금 산업계의 흐름이라고 생각합니다. 현재 가장 즉각적이고, 확장 가능하며 저렴한 청정에너지원이 재생에너지라는 점에는 의문의 여지가 없습니다.""재생에너지를 따라 돈이 움직이고 있습니다.충분한 재생에너지가 없다면 투자와 일자리도 붙잡기 힘들어지고 있습니다.MBC뉴스 현인아입니다.영상편집: 남은주MBC 뉴스는 24시간 여러분의 제보를 기다립니다.▷ 전화 02-784-4000▷ 이메일 mbcjebo@mbc.co.kr▷ 카카오톡 @mbc제보"
20240612,[단독] 독해진 민주당 “장관 안 나오면 의원이 데리러 간다”,https://n.news.naver.com/article/005/0001703005?ntype=RANKING,"민주당, ‘국회 기능 실질화 방안’국무위원 등 불출석 시 동행명령권 발동국회법 등 따른 고발 등 각종 압박 검토더불어민주당 소속 정청래 법제사법위원장이 12일 오후 국회에서 열린 법제사법위원회 전체회의에서 의사봉을 치고 있다. 국민의힘 위원들 자리가 텅 비어있다. 연합뉴스11개 상임위원장을 단독 선출한 더불어민주당이 국회 차원에서 정부·여당을 전방위적으로 압박하는 각종 방안을 적극 검토하고 나섰다. 정부 관료들이 국회 출석 요구에 불응하는 경우 동행명령권을 발동하고 이때 국회의원이 현장에 동행하는 방식까지 논의되고 있다. 민주당은 ‘국회 무력화 방지’를 명분으로 내세우지만, 압도적 다수당의 힘을 활용한 ‘실력 행사’를 예고한 것이기도 하다.국민일보가 12일 입수한 민주당의 ‘국회 기능 실질화 방안 보고’ 문건에는 여야 합의가 안 됐다는 이유로 국무위원 등이 국회에 불출석하는 상황에 대비해 활용 가능한 방안이 총망라돼있다. 국회법과 국회에서의 증언·감정 등에 관한 법률(국회증언감정법) 등 적용 가능한 현행법을 최대한 활용한다는 취지다. 해당 문건은 지난 11일 민주당 의원총회에서도 보고됐다.문건은 국정조사나 현안질의 등에 국무위원이 불출석하는 경우 동행명령권을 발동하고, 동행명령을 집행할 때 의원이 동참하는 방안을 제시했다. 국회증언감정법에 따르면 증인이 국회에 출석하지 않는 경우 위원회 의결로 동행명령장을 발부하고 국회사무처 공무원이 증인에게 이 명령장을 전달하는데, 이때 의원이 동행해 여론의 관심을 집중시킨다는 구상이다.민주당 출신인 국회의장을 적극적으로 활용하는 방안도 거론됐다. 국회법에 따르면 의사일정은 국회 운영위원회와 협의해야 하지만, 협의가 이뤄지지 않을 때는 의장이 일정을 결정할 수 있다. 민주당은 이 조항을 활용해 ‘의장 협조’를 받아 대정부질문을 추진하겠다고 문건에 적었다. 국회법에 따르면 6월 임시회기 중 한 주는 대정부질문을 진행하도록 돼 있다. 여당이 의사일정을 보이콧하고 있는 상황이지만, 오는 26~28일 대정부질문을 강행하겠다는 의도로 보인다.대정부질문에 국무위원 등이 불출석하는 경우 의장에게 ‘출석 요구’를 압박하고, 긴급현안질문을 추가로 의결하는 방안도 논의됐다. 국무위원들이 끝내 출석하지 않을 시 해임을 건의하고 탄핵소추까지 검토할 수 있다는 해설을 덧붙였다. 국무총리·국무위원 등이 국회에 출석할 의무를 규정한 헌법에 어긋난다는 것이다.민주당은 5가지 상황에서 국회법·국회증언감정법에 따라 고발 조치 할 수 있다고도 명시했다. 국무위원이 국정조사에서 선서를 거부하거나 위증할 경우, 출석요구서 수령을 회피할 경우, 상임위의 자료제출 요구를 거부하거나 불출석하는 경우 등이다.또 정부 차원에서 상임위에 대한 업무보고와 법안심사를 전면 거부할 경우 청문회를 열어 대응하는 방안도 검토하고 있다. 민주당은 현 정부 출범 이후 지난해 8월까지 약 1년 4개월 동안 장·차관들이 여야 미합의를 이유로 28번 출석하지 않았다고 파악했다.실제로 이날 야당이 단독으로 연 국회 법제사법위원회 첫 전체회의에 박성재 법무부 장관이 나오지 않았다. 정청래 법사위원장은 “국회법 절차에 어긋난다. 나중에 책임을 묻겠다”고 경고했다."
